tf,depth_frac,r_target,expiry_days,avg_pnl_holdout,avg_pnl_train,avg_pnl_validation,n_holdout,n_train,n_validation
1h,0.525,3.0,0.25,0.6428,3.162,0.1419,129,317,126
1h,0.65,3.0,0.5,1.5457,3.1577,0.8586,125,307,122
1h,0.675,4.0,2.0,1.6468,3.1565,1.686,124,304,122
1h,0.5,2.5,0.5,0.1306,3.149,0.062,129,320,127
1h,0.7,4.0,0.5,0.9852,3.1464,1.0064,122,303,121
1h,0.7,4.5,0.5,1.2435,3.1444,0.8483,122,303,121
1h,0.325,2.5,1.5,0.3649,3.1362,0.6818,135,324,131
1h,0.7,3.5,0.5,0.979,3.1338,0.6665,122,303,121
1h,0.7,5.0,1.5,0.9962,3.1269,0.3778,122,303,121
1h,0.675,3.5,0.75,1.7123,3.1207,0.9652,124,304,122
1h,0.675,4.5,1.5,1.8325,3.119,0.7376,124,304,122
1h,0.475,2.0,2.0,0.2579,3.1146,0.3434,130,321,128
1h,0.325,2.5,0.25,1.3611,3.1063,0.561,135,324,131
1h,0.475,2.0,1.5,0.2219,3.1046,0.2264,130,321,128
1h,0.55,2.0,2.0,0.5555,3.1031,0.3336,129,315,124
1h,0.675,3.5,1.0,1.6959,3.103,1.0604,124,304,122
1h,0.475,2.0,1.0,0.1684,3.0985,0.066,130,321,128
1h,0.7,4.5,0.75,1.1948,3.0974,0.7863,122,303,121
1h,0.7,4.0,0.75,0.9864,3.0971,1.1014,122,303,121
1h,0.35,2.5,0.25,1.7274,3.0963,0.1947,135,322,130
1h,0.675,3.5,1.5,1.7031,3.0879,1.2136,124,304,122
1h,0.325,2.0,0.5,0.8916,3.0877,0.4209,135,324,131
1h,0.55,2.0,1.5,0.5035,3.0821,0.2211,129,315,124
1h,0.7,3.5,0.75,0.995,3.0808,0.7665,122,303,121
1h,0.7,4.5,1.0,1.1533,3.078,0.8436,122,303,121
1h,0.3,2.0,0.5,1.4025,3.0778,0.2813,136,324,132
1h,0.625,2.0,1.5,0.8927,3.075,0.2885,127,309,122
1h,0.625,2.0,1.0,0.906,3.073,0.1177,127,309,122
1h,0.625,2.0,2.0,0.8921,3.0709,0.4115,127,309,122
1h,0.675,3.0,0.25,1.7258,3.0703,0.6204,124,304,122
1h,0.525,2.5,0.25,0.5002,3.0701,0.0021,129,317,126
1h,0.7,4.0,1.0,0.9654,3.0678,1.1843,122,303,121
1h,0.675,3.5,2.0,1.7154,3.0649,1.3281,124,304,122
1h,0.35,2.0,1.0,1.1291,3.0632,0.2187,135,322,130
1h,0.55,2.0,1.0,0.4227,3.062,0.0673,129,315,124
1h,0.325,2.0,0.75,0.963,3.0612,0.4806,135,324,131
1h,0.3,2.0,0.75,1.4447,3.061,0.323,136,324,132
1h,0.625,2.0,0.75,0.9398,3.0594,0.004,127,309,122
1h,0.325,2.0,1.0,1.003,3.0576,0.543,135,324,131
1h,0.7,4.5,1.5,1.141,3.0482,0.9609,122,303,121
1h,0.7,3.5,1.0,0.9819,3.0429,0.8632,122,303,121
1h,0.7,2.5,0.5,0.4172,3.0415,0.2165,122,303,121
1h,0.7,5.0,2.0,0.9968,3.0408,0.4639,122,303,121
1h,0.7,4.0,1.5,0.9741,3.0402,1.3248,122,303,121
1h,0.625,2.5,2.0,1.5821,3.0363,0.6576,127,309,122
1h,0.675,4.5,2.0,1.8374,3.0358,0.8219,124,304,122
1h,0.6,2.5,2.0,1.5262,3.0272,0.6978,127,312,122
1h,0.575,2.5,2.0,1.2285,3.0229,0.5877,127,313,124
1h,0.625,2.5,1.5,1.5577,3.0196,0.5425,127,309,122
1h,0.325,2.0,0.25,1.834,3.0171,0.3145,135,324,131
1h,0.325,2.0,1.5,1.0469,3.0167,0.6632,135,324,131
1h,0.6,2.5,1.5,1.4922,3.0126,0.5817,127,312,122
1h,0.7,4.5,2.0,1.145,3.0121,1.0564,122,303,121
1h,0.35,2.0,0.75,1.0878,3.0106,0.1374,135,322,130
1h,0.575,2.5,1.5,1.2088,3.0106,0.4764,127,313,124
1h,0.7,4.0,2.0,0.9896,3.01,1.4329,122,303,121
1h,0.675,2.5,0.5,1.3217,3.0056,0.5792,124,304,122
1h,0.625,2.5,1.0,1.5291,3.0055,0.3853,127,309,122
1h,0.4,1.5,1.0,0.0689,3.0051,0.083,133,322,129
1h,0.35,2.0,0.5,1.0242,3.0044,0.0388,135,322,130
1h,0.6,2.5,1.0,1.4411,3.0027,0.4231,127,312,122
1h,0.575,2.5,1.0,1.1828,3.0013,0.326,127,313,124
1h,0.3,2.0,1.0,1.4752,2.9987,0.3892,136,324,132
1h,0.35,2.0,1.5,1.1715,2.9942,0.3592,135,322,130
1h,0.3,2.0,0.25,2.3334,2.9903,0.1594,136,324,132
1h,0.7,3.5,1.5,0.9992,2.9902,1.0208,122,303,121
1h,0.7,3.0,0.25,0.9281,2.99,0.2878,122,303,121
1h,0.675,3.0,0.5,1.6481,2.989,0.834,124,304,122
1h,0.375,2.0,0.25,0.3728,2.9877,0.1172,135,322,129
1h,0.65,2.0,1.5,1.0239,2.9869,0.343,125,307,122
1h,0.6,2.5,0.75,1.4021,2.9865,0.3203,127,312,122
1h,0.625,2.5,0.75,1.5257,2.986,0.2835,127,309,122
1h,0.65,2.0,1.0,1.0004,2.9849,0.1646,125,307,122
1h,0.4,2.0,0.25,0.3711,2.9848,0.0705,133,322,129
1h,0.3,2.0,1.5,1.5092,2.9825,0.5158,136,324,132
1h,0.65,2.0,2.0,1.0415,2.9818,0.4704,125,307,122
1h,0.4,1.5,1.5,0.1316,2.9792,0.2692,133,322,129
1h,0.575,2.5,0.75,1.1662,2.9785,0.2315,127,313,124
1h,0.7,2.5,0.75,0.4212,2.9729,0.3791,122,303,121
1h,0.325,2.5,2.0,0.3852,2.9722,0.7623,135,324,131
1h,0.65,2.0,0.75,0.9871,2.971,0.0444,125,307,122
1h,0.675,2.5,0.25,1.2913,2.969,0.3852,124,304,122
1h,0.625,2.5,0.5,1.4853,2.9634,0.1651,127,309,122
1h,0.7,3.5,2.0,1.0194,2.9622,1.1384,122,303,121
1h,0.6,2.5,0.5,1.3559,2.9601,0.2009,127,312,122
1h,0.575,2.5,0.5,1.1621,2.9597,0.1427,127,313,124
1h,0.4,1.5,2.0,0.1728,2.959,0.4,133,322,129
1h,0.65,2.5,0.25,1.3257,2.9536,0.3168,125,307,122
1h,0.35,2.0,2.0,1.193,2.9472,0.4661,135,322,130
1h,0.675,2.5,0.75,1.334,2.9393,0.7213,124,304,122
1h,0.7,2.5,1.0,0.3943,2.9372,0.5059,122,303,121
1h,0.5,2.0,2.0,0.3677,2.9327,0.5532,129,320,127
1h,0.675,3.0,0.75,1.6684,2.9306,0.981,124,304,122
1h,0.65,2.5,1.5,1.5336,2.928,0.9555,125,307,122
1h,0.5,2.0,1.0,0.2718,2.9237,0.2611,129,320,127
1h,0.5,2.0,1.5,0.3294,2.9231,0.4309,129,320,127
1h,0.65,2.5,1.0,1.4908,2.9229,0.7911,125,307,122
1h,0.65,2.5,2.0,1.5663,2.9183,1.075,125,307,122
1h,0.5,2.0,0.75,0.2274,2.9176,0.1484,129,320,127
1h,0.675,2.5,1.0,1.3142,2.9109,0.8363,124,304,122
1h,0.7,2.5,1.5,0.3888,2.9102,0.6923,122,303,121
1h,0.65,2.5,0.75,1.4752,2.9067,0.6833,125,307,122
1h,0.525,2.0,2.0,0.2054,2.9065,0.4171,129,317,126
1h,0.3,1.5,1.5,1.9421,2.905,0.2126,136,324,132
1h,0.5,2.0,0.5,0.1617,2.9048,0.0118,129,320,127
1h,0.675,3.0,1.0,1.6617,2.9038,1.0988,124,304,122
1h,0.7,3.0,0.5,0.857,2.9037,0.5284,122,303,121
1h,0.7,2.5,2.0,0.3924,2.8979,0.8247,122,303,121
1h,0.525,2.0,1.5,0.1737,2.892,0.3042,129,317,126
1h,0.325,2.0,2.0,1.068,2.8913,0.7589,135,324,131
1h,0.65,2.5,0.5,1.4114,2.8912,0.5548,125,307,122
1h,0.6,2.0,1.5,1.1469,2.8844,0.1809,127,312,122
1h,0.525,2.0,1.0,0.1271,2.8842,0.1491,129,317,126
1h,0.375,1.5,1.0,0.1643,2.8826,0.036,135,322,129
1h,0.6,2.0,2.0,1.1702,2.8826,0.3011,127,312,122
1h,0.3,2.0,2.0,1.525,2.8812,0.6154,136,324,132
1h,0.7,1.5,2.0,0.0811,2.8792,0.4398,122,303,121
1h,0.575,2.0,1.5,1.2628,2.8777,0.2998,127,313,124
1h,0.3,1.5,1.0,1.9289,2.8739,0.0272,136,324,132
1h,0.675,2.5,1.5,1.3183,2.873,1.0085,124,304,122
1h,0.575,2.0,2.0,1.3031,2.8709,0.4126,127,313,124
1h,0.525,2.0,0.75,0.0929,2.8708,0.0478,129,317,126
1h,0.7,1.5,1.5,0.05,2.8662,0.2896,122,303,121
1h,0.65,1.5,2.0,0.941,2.8661,0.1281,125,307,122
1h,0.6,2.0,1.0,1.1111,2.8658,0.0147,127,312,122
1h,0.575,2.0,1.0,1.2007,2.8653,0.1457,127,313,124
1h,0.675,1.5,2.0,0.8094,2.8634,0.262,124,304,122
1h,0.675,3.0,1.5,1.6803,2.8634,1.2745,124,304,122
1h,0.675,2.0,0.75,0.7685,2.8632,0.1076,124,304,122
1h,0.375,1.5,1.5,0.2305,2.8609,0.2151,135,322,129
1h,0.675,2.5,2.0,1.3285,2.8545,1.1325,124,304,122
1h,0.675,1.5,1.5,0.7822,2.8529,0.1174,124,304,122
1h,0.7,3.0,0.75,0.8685,2.8483,0.6845,122,303,121
1h,0.7,1.5,1.0,0.0029,2.8466,0.0723,122,303,121
1h,0.575,2.0,0.75,1.1518,2.8432,0.0459,127,313,124
1h,0.675,3.0,2.0,1.6992,2.8424,1.4006,124,304,122
1h,0.675,2.0,1.0,0.7858,2.8413,0.2335,124,304,122
1h,0.375,1.5,2.0,0.2741,2.8352,0.3419,135,322,129
1h,0.675,2.0,1.5,0.8138,2.8275,0.4178,124,304,122
1h,0.3,1.5,2.0,1.9496,2.8248,0.3442,136,324,132
1h,0.675,2.0,2.0,0.8341,2.8224,0.5484,124,304,122
1h,0.7,3.0,1.0,0.8553,2.8211,0.8077,122,303,121
1h,0.325,1.5,1.5,1.5953,2.807,0.2266,135,324,131
1h,0.7,2.0,1.5,0.0431,2.8068,0.1887,122,303,121
1h,0.7,2.0,2.0,0.066,2.8045,0.325,122,303,121
1h,0.35,1.5,2.0,1.7966,2.7877,0.0955,135,322,130
1h,0.7,3.0,1.5,0.8737,2.7814,0.9899,122,303,121
1h,0.325,1.5,1.0,1.5841,2.772,0.0602,135,324,131
1h,0.7,3.0,2.0,0.8949,2.7608,1.12,122,303,121
1h,0.325,1.5,2.0,1.6027,2.7377,0.3469,135,324,131
2h,0.625,5.0,0.25,9.0012,4.7279,4.7278,58,131,61
2h,0.7,5.0,0.25,9.642,4.6652,4.6217,56,128,59
2h,0.7,4.0,0.25,9.2995,4.65,4.9567,56,128,59
2h,0.625,5.0,0.5,8.6104,4.6325,6.0834,58,131,61
2h,0.7,4.5,0.25,9.4495,4.5934,5.0371,56,128,59
2h,0.65,5.0,0.25,10.0305,4.5915,4.729,57,130,61
2h,0.65,4.0,0.25,9.5417,4.5876,5.1172,57,130,61
2h,0.675,5.0,0.25,9.8567,4.5863,5.0102,57,129,61
2h,0.625,4.5,0.25,8.9331,4.5797,4.5502,58,131,61
2h,0.675,4.0,0.25,9.4409,4.5334,5.3318,57,129,61
2h,0.625,3.5,0.25,8.5169,4.5255,4.8667,58,131,61
2h,0.65,5.0,0.5,9.5668,4.5194,6.0887,57,130,61
2h,0.65,4.5,0.25,9.8522,4.5172,4.6732,57,130,61
2h,0.675,4.5,0.25,9.5602,4.5052,4.9549,57,129,61
2h,0.7,5.0,0.5,9.5462,4.4985,6.0814,56,128,59
2h,0.7,3.0,0.25,8.98,4.4898,4.7951,56,128,59
2h,0.625,4.0,0.25,8.5169,4.4747,5.0629,58,131,61
2h,0.6,5.0,0.25,8.8474,4.4682,4.864,58,133,62
2h,0.625,4.5,0.5,8.5866,4.4622,5.8695,58,131,61
2h,0.6,5.0,0.5,8.4597,4.4496,6.2913,58,133,62
2h,0.675,5.0,0.5,9.6118,4.4449,6.5487,57,129,61
2h,0.7,3.0,0.5,10.1479,4.4218,5.6513,56,128,59
2h,0.525,2.0,0.25,7.436,4.4028,4.403,58,133,64
2h,0.675,3.0,0.25,9.161,4.39,5.1923,57,129,61
2h,0.65,3.5,0.25,9.5098,4.3877,4.9911,57,130,61
2h,0.525,5.0,0.25,8.1424,4.3854,4.7977,58,133,64
2h,0.7,4.5,0.5,9.1586,4.3725,6.2311,56,128,59
2h,0.7,4.0,0.5,10.2582,4.3569,6.2285,56,128,59
2h,0.65,4.5,0.5,9.5308,4.3361,6.015,57,130,61
2h,0.7,2.5,0.25,8.1854,4.332,4.6253,56,128,59
2h,0.7,3.5,0.25,9.3032,4.3224,4.8168,56,128,59
2h,0.625,2.5,0.25,8.1965,4.316,4.6292,58,131,61
2h,0.65,2.0,0.25,8.4014,4.3073,4.6615,57,130,61
2h,0.6,4.5,0.25,8.7792,4.3002,4.687,58,133,62
2h,0.7,3.0,0.75,10.5704,4.2992,5.8555,56,128,59
2h,0.65,4.0,0.5,9.1129,4.2962,6.2231,57,130,61
2h,0.7,2.0,0.25,7.8965,4.2924,4.3111,56,128,59
2h,0.65,2.5,0.25,9.0368,4.2858,4.8161,57,130,61
2h,0.6,4.5,0.5,8.4359,4.2735,6.0787,58,133,62
2h,0.675,2.0,0.25,8.3094,4.2693,4.9329,57,129,61
2h,0.6,4.0,0.25,8.3591,4.2643,4.6227,58,133,62
2h,0.6,3.5,0.25,8.3591,4.2635,4.9956,58,133,62
2h,0.675,3.5,0.25,9.415,4.2619,5.1942,57,129,61
2h,0.55,1.5,0.25,6.8821,4.2536,4.4305,58,133,64
2h,0.675,3.0,0.5,10.0092,4.247,6.2016,57,129,61
2h,0.525,1.5,0.25,6.5677,4.2398,4.2117,58,133,64
2h,0.575,5.0,0.25,8.6926,4.2363,4.9966,58,133,63
2h,0.625,3.0,0.25,8.4891,4.2358,4.7241,58,131,61
2h,0.675,4.5,0.5,9.2333,4.2311,6.4454,57,129,61
2h,0.7,1.5,0.25,7.4006,4.2287,3.9465,56,128,59
2h,0.7,3.5,0.5,10.2478,4.2282,5.9511,56,128,59
2h,0.625,4.0,0.5,8.1815,4.2196,6.3389,58,131,61
2h,0.55,2.0,0.25,7.5764,4.2158,4.5527,58,133,64
2h,0.675,2.5,0.25,8.5938,4.2142,5.0763,57,129,61
2h,0.675,3.5,0.5,10.3443,4.2121,6.3834,57,129,61
2h,0.625,3.5,0.5,9.4306,4.2033,5.9694,58,131,61
2h,0.65,3.0,0.25,9.5146,4.2003,4.908,57,130,61
2h,0.7,2.5,0.5,9.0554,4.2003,5.3159,56,128,59
2h,0.675,4.0,0.5,9.1829,4.1985,6.6558,57,129,61
2h,0.525,4.5,0.25,8.1684,4.1746,4.721,58,133,64
2h,0.625,3.0,0.5,9.3045,4.171,5.7622,58,131,61
2h,0.7,4.5,0.75,9.9913,4.1689,6.5965,56,128,59
2h,0.65,1.5,0.25,8.0035,4.1631,4.3124,57,130,61
2h,0.525,2.0,0.5,8.5858,4.1612,5.2268,58,133,64
2h,0.55,5.0,0.25,8.5369,4.1601,4.8657,58,133,64
2h,0.7,3.0,1.0,10.8682,4.1568,5.9333,56,128,59
2h,0.575,4.5,0.25,8.6244,4.1502,4.8394,58,133,63
2h,0.625,2.0,0.25,7.3872,4.1454,4.5369,58,131,61
2h,0.675,1.5,0.25,7.6105,4.1417,4.495,57,129,61
2h,0.625,1.5,0.25,7.086,4.1304,4.1506,58,131,61
2h,0.625,2.5,0.5,9.1392,4.1234,5.4541,58,131,61
2h,0.7,4.0,0.75,10.9152,4.1184,6.6148,56,128,59
2h,0.65,2.5,0.5,9.8677,4.1163,5.6897,57,130,61
2h,0.6,4.0,0.5,8.0308,4.1139,6.0309,58,133,62
2h,0.675,3.0,0.75,10.477,4.1079,6.4461,57,129,61
2h,0.65,2.0,0.5,9.0197,4.1056,5.4385,57,130,61
2h,0.7,3.0,1.5,11.3006,4.1028,6.0816,56,128,59
2h,0.55,4.5,0.25,8.4686,4.0993,4.7093,58,133,64
2h,0.5,5.0,0.25,7.9121,4.0986,4.6861,58,135,64
2h,0.575,3.5,0.25,8.2004,4.0984,5.2137,58,133,63
2h,0.65,3.0,0.5,10.211,4.0981,5.8977,57,130,61
2h,0.7,3.5,0.75,10.7689,4.0964,6.2082,56,128,59
2h,0.65,4.0,0.75,9.889,4.0837,6.641,57,130,61
2h,0.7,3.0,2.0,11.621,4.0828,6.1829,56,128,59
2h,0.65,3.5,0.5,10.2241,4.0717,6.1931,57,130,61
2h,0.675,2.0,0.5,9.1026,4.0706,5.703,57,129,61
2h,0.65,5.0,0.75,9.2355,4.0694,6.7345,57,130,61
2h,0.625,5.0,0.75,8.2183,4.0659,6.7214,58,131,61
2h,0.7,2.5,0.75,9.5005,4.0581,5.5778,56,128,59
2h,0.6,2.5,0.25,8.1571,4.0576,4.857,58,133,62
2h,0.525,3.5,0.25,7.7365,4.0572,4.4792,58,133,64
2h,0.575,4.0,0.25,8.319,4.0289,4.717,58,133,63
2h,0.7,5.0,0.75,9.3254,4.0212,6.5224,56,128,59
2h,0.675,2.5,0.5,9.3438,4.014,6.0295,57,129,61
2h,0.525,4.0,0.25,8.1684,4.0135,4.5887,58,133,64
2h,0.6,3.5,0.5,8.0123,4.0125,6.1703,58,133,62
2h,0.675,4.5,0.75,9.7062,4.012,6.8824,57,129,61
2h,0.7,2.0,0.5,8.6028,4.0063,4.7545,56,128,59
2h,0.7,4.5,1.0,10.3748,4.0052,6.8343,56,128,59
2h,0.55,4.5,0.5,8.1091,4.0006,6.1293,58,133,64
2h,0.55,2.0,0.5,8.4775,3.9995,5.3458,58,133,64
2h,0.525,5.0,0.5,6.9217,3.999,6.3472,58,133,64
2h,0.625,4.0,0.75,8.6486,3.999,6.7844,58,131,61
2h,0.55,3.5,0.25,8.0406,3.9982,5.1289,58,133,64
2h,0.55,1.5,0.5,7.5611,3.9977,5.1464,58,133,64
2h,0.625,2.0,0.5,8.0593,3.9947,5.3141,58,131,61
2h,0.65,5.0,1.0,9.7867,3.9859,7.1204,57,130,61
2h,0.675,5.0,0.75,9.3336,3.9853,7.1804,57,129,61
2h,0.525,2.0,0.75,8.8959,3.9839,5.4277,58,133,64
2h,0.625,4.5,0.75,8.2951,3.9733,6.4907,58,131,61
2h,0.65,3.0,0.75,10.6626,3.9697,6.1625,57,130,61
2h,0.525,1.5,0.5,7.4723,3.9647,4.9655,58,133,64
2h,0.65,2.5,0.75,10.2662,3.9589,5.9416,57,130,61
2h,0.675,3.0,1.0,10.6728,3.9584,6.5507,57,129,61
2h,0.625,5.0,1.0,8.7124,3.9516,7.1105,58,131,61
2h,0.675,3.5,0.75,10.983,3.95,6.6878,57,129,61
2h,0.7,3.5,1.0,10.9795,3.9485,6.2974,56,128,59
2h,0.7,1.5,0.5,7.546,3.9483,4.44,56,128,59
2h,0.675,4.0,0.75,9.9866,3.9478,7.0456,57,129,61
2h,0.575,4.5,0.5,8.2744,3.947,6.3199,58,133,63
2h,0.625,3.5,0.75,10.1549,3.947,6.375,58,131,61
2h,0.625,2.5,0.75,9.5114,3.9446,5.6771,58,131,61
2h,0.7,2.0,0.75,8.9828,3.9385,4.9987,56,128,59
2h,0.65,2.0,0.75,9.4031,3.9358,5.772,57,130,61
2h,0.7,4.0,1.0,11.2551,3.9351,6.8446,56,128,59
2h,0.475,1.5,0.25,6.6093,3.9328,3.9059,58,137,64
2h,0.6,4.0,0.75,7.7273,3.9326,6.5802,58,133,62
2h,0.65,4.0,1.0,10.2388,3.9291,6.8532,57,130,61
2h,0.55,4.0,0.25,8.4686,3.9276,4.6421,58,133,64
2h,0.6,2.5,0.5,8.7188,3.9217,5.8381,58,133,62
2h,0.6,5.0,0.75,8.0491,3.9189,6.9593,58,133,62
2h,0.7,5.0,1.0,9.6778,3.9162,6.7929,56,128,59
2h,0.7,2.0,1.0,9.2582,3.9147,5.1553,56,128,59
2h,0.625,3.0,0.75,9.9298,3.9111,6.0078,58,131,61
2h,0.525,4.0,0.5,8.0211,3.9108,6.1624,58,133,64
2h,0.7,2.5,1.0,9.8129,3.9049,5.7396,56,128,59
2h,0.5,1.5,0.25,6.3241,3.903,3.9351,58,135,64
2h,0.675,2.0,0.75,9.5131,3.9028,6.001,57,129,61
2h,0.7,2.0,1.5,9.3232,3.9009,5.3511,56,128,59
2h,0.7,2.0,2.0,9.3577,3.8998,5.4727,56,128,59
2h,0.675,3.0,1.5,10.9875,3.8975,6.7278,57,129,61
2h,0.675,5.0,1.0,9.905,3.8911,7.6342,57,129,61
2h,0.6,3.0,0.25,8.3301,3.8907,4.857,58,133,62
2h,0.5,5.0,0.5,6.6394,3.8899,6.4277,58,135,64
2h,0.7,1.5,0.75,7.7167,3.8889,4.69,56,128,59
2h,0.7,3.5,1.5,11.3076,3.8881,6.4499,56,128,59
2h,0.6,1.5,0.25,6.9113,3.8848,4.5458,58,133,62
2h,0.45,1.5,0.25,5.3449,3.8842,4.2347,59,137,65
2h,0.65,2.0,1.0,9.6815,3.8805,5.9809,57,130,61
2h,0.6,3.0,0.5,9.1525,3.8742,5.9909,58,133,62
2h,0.675,3.0,2.0,11.2421,3.8734,6.8461,57,129,61
2h,0.6,2.0,0.25,7.2202,3.8715,4.6646,58,133,62
2h,0.7,1.5,1.0,7.8376,3.8697,4.8491,56,128,59
2h,0.7,3.5,2.0,11.5698,3.8643,6.5508,56,128,59
2h,0.7,1.5,2.0,8.0984,3.863,5.1698,56,128,59
2h,0.625,4.5,1.0,8.8665,3.8627,6.8664,58,131,61
2h,0.575,4.0,0.5,7.9026,3.8624,5.9733,58,133,63
2h,0.575,2.5,0.25,8.1579,3.8621,4.8074,58,133,63
2h,0.7,1.5,1.5,7.9968,3.8611,5.0473,56,128,59
2h,0.675,2.5,0.75,9.7182,3.8585,6.3009,57,129,61
2h,0.525,3.0,0.25,7.7365,3.8568,4.7988,58,133,64
2h,0.65,4.5,0.75,9.2396,3.8543,6.553,57,130,61
2h,0.55,2.5,0.25,8.0974,3.8476,4.7779,58,133,64
2h,0.675,2.0,1.0,9.805,3.846,6.1849,57,129,61
2h,0.65,1.5,0.5,8.514,3.8437,4.8759,57,130,61
2h,0.675,4.5,1.0,10.0033,3.8425,7.175,57,129,61
2h,0.6,5.0,1.0,8.5433,3.8424,7.3728,58,133,62
2h,0.525,3.5,0.5,7.6163,3.8396,5.7803,58,133,64
2h,0.625,2.0,0.75,8.4619,3.8392,5.5345,58,131,61
2h,0.65,2.0,1.5,9.7394,3.8391,6.2398,57,130,61
2h,0.7,2.5,1.5,9.9055,3.8391,5.9395,56,128,59
2h,0.7,4.5,1.5,9.7071,3.8379,6.879,56,128,59
2h,0.7,4.0,1.5,10.5555,3.8344,6.8964,56,128,59
2h,0.625,4.0,1.0,8.9475,3.8342,7.0114,58,131,61
2h,0.65,3.5,0.75,10.8144,3.8334,6.6717,57,130,61
2h,0.65,3.0,1.0,10.8367,3.828,6.296,57,130,61
2h,0.525,2.5,0.25,7.7939,3.8274,4.6254,58,133,64
2h,0.65,2.0,2.0,9.7777,3.8234,6.3999,57,130,61
2h,0.525,2.0,1.0,9.1412,3.818,5.5429,58,133,64
2h,0.65,5.0,1.5,9.4082,3.8176,7.6078,57,130,61
2h,0.7,2.5,2.0,9.939,3.8126,6.0631,56,128,59
2h,0.575,3.5,0.5,7.8501,3.8107,6.4762,58,133,63
2h,0.6,3.5,0.75,8.793,3.8098,6.6074,58,133,62
2h,0.55,2.5,0.5,9.0231,3.8094,5.679,58,133,64
2h,0.625,1.5,0.5,7.6042,3.8046,4.6903,58,131,61
2h,0.675,2.0,1.5,9.8857,3.8028,6.4117,57,129,61
2h,0.65,2.5,1.0,10.5516,3.8015,6.0593,57,130,61
2h,0.55,2.0,0.75,8.8763,3.7982,5.5437,58,133,64
2h,0.55,4.0,0.5,8.1091,3.7962,6.01,58,133,64
2h,0.6,4.0,1.0,8.0726,3.792,6.8762,58,133,62
2h,0.7,4.0,2.0,10.6924,3.787,6.947,56,128,59
2h,0.675,2.0,2.0,9.9334,3.7863,6.5519,57,129,61
2h,0.65,1.5,0.75,8.8507,3.7844,5.1545,57,130,61
2h,0.55,1.5,0.75,7.9445,3.7841,5.4664,58,133,64
2h,0.55,3.5,0.5,7.7043,3.7801,6.2863,58,133,64
2h,0.525,1.5,0.75,7.8244,3.7795,5.1474,58,133,64
2h,0.625,2.5,1.0,9.7849,3.7784,5.7847,58,131,61
2h,0.575,3.0,0.25,8.1632,3.7776,4.8921,58,133,63
2h,0.675,1.5,0.5,8.0631,3.7775,5.0884,57,129,61
2h,0.65,3.0,1.5,11.1248,3.7764,6.5047,57,130,61
2h,0.65,4.0,1.5,9.5202,3.767,7.0405,57,130,61
2h,0.525,4.5,0.5,8.0211,3.7665,6.197,58,133,64
2h,0.65,1.5,1.0,9.1021,3.7658,5.3306,57,130,61
2h,0.675,3.5,1.0,11.313,3.7641,6.8246,57,129,61
2h,0.6,2.0,0.5,7.8947,3.7619,5.5126,58,133,62
2h,0.6,2.5,0.75,9.0433,3.7614,6.0921,58,133,62
2h,0.625,3.5,1.0,10.4695,3.7608,6.5837,58,131,61
2h,0.65,1.5,2.0,9.1475,3.7599,5.6852,57,130,61
2h,0.675,4.0,1.0,10.3523,3.7591,7.2999,57,129,61
2h,0.65,1.5,1.5,9.1283,3.758,5.5496,57,130,61
2h,0.65,3.0,2.0,11.3634,3.7573,6.6401,57,130,61
2h,0.625,5.0,1.5,8.3051,3.755,7.6133,58,131,61
2h,0.575,5.0,0.5,8.2981,3.7543,6.4894,58,133,63
2h,0.5,4.5,0.25,8.008,3.7489,4.497,58,135,64
2h,0.625,4.5,1.5,8.5117,3.7474,7.3401,58,131,61
2h,0.65,4.5,1.0,9.5567,3.746,6.8288,57,130,61
2h,0.7,4.5,2.0,9.8621,3.7445,6.9158,56,128,59
2h,0.6,4.5,0.75,8.1289,3.7441,6.7296,58,133,62
2h,0.525,2.0,1.5,9.5179,3.7438,5.7291,58,133,64
2h,0.575,1.5,0.25,7.0518,3.7378,4.6161,58,133,63
2h,0.525,2.5,0.5,8.948,3.7362,5.485,58,133,64
2h,0.7,5.0,1.5,8.9683,3.7331,6.9327,56,128,59
2h,0.65,2.5,1.5,10.9689,3.7327,6.2556,57,130,61
2h,0.625,3.0,1.0,10.256,3.7324,6.1304,58,131,61
2h,0.625,1.5,0.75,7.9471,3.732,4.9594,58,131,61
2h,0.575,2.0,0.25,7.4487,3.7223,4.7359,58,133,63
2h,0.525,1.5,1.0,8.0914,3.722,5.2634,58,133,64
2h,0.675,5.0,1.5,9.5675,3.7184,8.02,57,129,61
2h,0.475,1.5,0.5,7.7036,3.716,4.6995,58,137,64
2h,0.55,1.5,1.0,8.2251,3.7113,5.6713,58,133,64
2h,0.65,5.0,2.0,9.7639,3.7113,7.9118,57,130,61
2h,0.525,2.0,2.0,9.8067,3.711,5.8534,58,133,64
2h,0.6,5.0,1.5,8.1169,3.7096,7.9055,58,133,62
2h,0.625,1.5,1.0,8.2042,3.7071,5.1301,58,131,61
2h,0.675,1.5,0.75,8.2583,3.7048,5.3788,57,129,61
2h,0.65,2.5,2.0,11.2796,3.7041,6.3866,57,130,61
2h,0.625,2.5,1.5,10.1906,3.7012,5.9687,58,131,61
2h,0.675,2.5,1.0,9.9905,3.7004,6.4158,57,129,61
2h,0.625,1.5,1.5,8.2358,3.6926,5.3426,58,131,61
2h,0.55,3.0,0.25,8.0406,3.691,4.9087,58,133,64
