tf,depth_frac,r_target,expiry_days,avg_pnl_holdout,avg_pnl_train,avg_pnl_validation,n_holdout,n_train,n_validation
2h,0.475,2.0,2.0,9.5837,2.1716,5.4767,58,137,64
2h,0.475,3.0,1.5,8.2549,2.1522,6.5438,58,137,64
2h,0.425,3.0,1.0,5.6973,2.1493,6.6009,61,137,65
2h,0.45,3.0,1.5,6.6757,2.1479,7.3161,59,137,65
2h,0.425,3.5,0.75,5.2724,2.1427,6.4102,61,137,65
2h,0.4,2.5,1.5,5.6865,2.1389,7.1682,61,138,65
2h,0.4,3.0,1.0,5.51,2.1368,6.3111,61,138,65
2h,0.325,3.0,0.5,5.5648,2.131,5.5595,63,141,65
2h,0.45,2.0,1.5,7.8018,2.1277,5.6513,59,137,65
2h,0.45,4.5,2.0,6.0972,2.1275,6.7959,59,137,65
2h,0.45,3.5,0.75,6.9368,2.1262,5.8382,59,137,65
2h,0.475,3.5,1.0,8.4953,2.1191,6.4353,58,137,64
2h,0.4,2.5,2.0,5.8295,2.1179,7.2537,61,138,65
2h,0.475,4.5,1.5,8.1429,2.1149,7.1128,58,137,64
2h,0.475,2.5,1.0,9.5823,2.1075,5.9538,58,137,64
2h,0.325,3.0,0.25,4.4641,2.1065,4.8634,63,141,65
2h,0.375,4.5,0.75,4.7299,2.1024,6.2698,61,139,65
2h,0.425,2.0,1.0,6.9239,2.1024,5.9282,61,137,65
2h,0.45,2.0,2.0,7.9799,2.1014,5.7648,59,137,65
2h,0.475,3.0,2.0,8.3501,2.0877,6.6547,58,137,64
2h,0.375,4.5,1.0,5.1259,2.0817,6.6451,61,139,65
2h,0.45,3.0,2.0,6.8725,2.0815,7.5238,59,137,65
2h,0.45,2.5,0.75,8.1508,2.0735,6.1008,59,137,65
2h,0.325,3.5,0.25,4.7656,2.061,4.9102,63,141,65
2h,0.425,2.5,0.75,6.4569,2.0573,6.8557,61,137,65
2h,0.35,4.5,2.0,4.753,2.0512,7.2243,62,141,65
2h,0.375,2.5,0.25,4.9155,2.0467,5.132,61,139,65
2h,0.375,4.5,1.5,4.4552,2.0466,6.7869,61,139,65
2h,0.35,4.5,0.75,4.8919,2.0437,6.2003,62,141,65
2h,0.35,4.5,1.0,5.312,2.0423,6.6539,62,141,65
2h,0.35,4.5,1.5,4.5917,2.0386,6.9812,62,141,65
2h,0.475,2.5,1.5,8.6716,2.0335,6.1126,58,137,64
2h,0.475,4.5,2.0,8.3982,2.0328,7.343,58,137,64
2h,0.425,2.0,1.5,6.1436,2.0326,6.0596,61,137,65
2h,0.375,4.5,2.0,4.6557,2.027,6.9494,61,139,65
2h,0.4,3.0,1.5,4.7402,2.0257,6.6993,61,138,65
2h,0.425,3.5,1.0,5.7712,2.0224,6.7091,61,137,65
2h,0.35,2.5,0.25,4.8525,2.0192,5.0805,62,141,65
2h,0.3,4.0,0.5,4.1443,2.0133,6.5119,63,141,66
2h,0.4,3.5,0.75,5.4587,2.0123,6.2532,61,138,65
2h,0.475,4.0,0.75,8.5089,2.0088,6.2766,58,137,64
2h,0.425,2.0,2.0,6.3327,2.0036,6.1495,61,137,65
2h,0.475,2.5,2.0,8.7909,2.0019,6.2041,58,137,64
2h,0.4,3.0,2.0,4.9429,2.0,6.9926,61,138,65
2h,0.45,3.5,1.0,7.4271,2.0,6.1583,59,137,65
2h,0.425,4.0,0.75,5.6672,1.9945,6.5238,61,137,65
2h,0.475,3.5,1.5,7.6538,1.9862,6.8917,58,137,64
2h,0.3,3.5,0.25,4.6309,1.9678,5.1367,63,141,66
2h,0.425,3.0,1.5,4.9455,1.9657,6.9343,61,137,65
2h,0.4,3.5,1.0,5.9449,1.9358,6.5494,61,138,65
2h,0.45,4.0,0.75,7.3446,1.9324,5.9422,59,137,65
2h,0.45,2.5,1.0,8.4256,1.9305,6.2875,59,137,65
2h,0.375,3.5,0.5,6.3437,1.9252,5.6694,61,139,65
2h,0.375,2.0,0.25,5.0133,1.9247,4.767,61,139,65
2h,0.325,4.0,1.0,4.8554,1.9209,6.9298,63,141,65
2h,0.425,4.0,1.0,6.1453,1.917,6.8996,61,137,65
2h,0.425,2.5,1.0,6.7412,1.9163,7.0253,61,137,65
2h,0.475,3.5,2.0,7.8162,1.901,7.2281,58,137,64
2h,0.325,2.5,0.25,4.4641,1.8981,5.1152,63,141,65
2h,0.425,3.0,2.0,5.1458,1.8915,7.2019,61,137,65
2h,0.375,2.5,0.5,6.0254,1.8885,6.3839,61,139,65
2h,0.425,3.5,1.5,5.2651,1.8857,7.1044,61,137,65
2h,0.35,2.5,0.5,6.0377,1.8821,5.4699,62,141,65
2h,0.475,4.0,1.0,8.9637,1.8761,6.6292,58,137,64
2h,0.325,2.5,0.5,5.5648,1.8704,5.4405,63,141,65
2h,0.35,2.0,0.25,4.9259,1.8675,4.8226,62,141,65
2h,0.45,3.5,1.5,6.8945,1.8628,6.581,59,137,65
2h,0.4,3.5,1.5,5.4024,1.8614,6.94,61,138,65
2h,0.35,3.5,0.5,6.3508,1.8565,5.6928,62,141,65
2h,0.325,4.0,0.75,4.416,1.8349,6.5291,63,141,65
2h,0.35,4.0,1.0,5.2393,1.8305,6.8603,62,141,65
2h,0.4,3.5,2.0,5.6748,1.8211,7.234,61,138,65
2h,0.325,4.0,2.0,4.3577,1.8186,7.1973,63,141,65
2h,0.325,4.0,1.5,4.1746,1.8139,7.0197,63,141,65
2h,0.35,4.0,0.75,4.808,1.8132,6.4397,62,141,65
2h,0.45,4.0,1.0,7.8135,1.8125,6.3028,59,137,65
2h,0.35,4.0,1.5,4.578,1.8071,7.0133,62,141,65
2h,0.3,3.0,0.25,4.4339,1.805,5.0488,63,141,66
2h,0.425,3.5,2.0,5.5542,1.8024,7.4017,61,137,65
2h,0.35,4.0,2.0,4.7768,1.7991,7.2227,62,141,65
2h,0.325,3.5,0.5,4.9529,1.7954,5.6693,63,141,65
2h,0.45,3.5,2.0,7.1831,1.7774,6.8957,59,137,65
2h,0.45,2.5,1.5,7.5321,1.77,6.4933,59,137,65
2h,0.3,3.5,0.5,4.1191,1.7555,6.119,63,141,66
2h,0.425,2.5,1.5,5.8824,1.7543,7.2147,61,137,65
2h,0.425,4.0,1.5,5.6133,1.7517,7.0489,61,137,65
2h,0.3,4.0,1.0,3.7652,1.7495,7.5064,63,141,66
2h,0.375,4.0,0.75,4.7237,1.7474,6.516,61,139,65
2h,0.375,2.5,0.75,6.4661,1.7466,6.5736,61,139,65
2h,0.475,4.0,1.5,8.3894,1.7352,7.091,58,137,64
2h,0.375,4.0,1.0,5.1286,1.7246,6.9389,61,139,65
2h,0.325,2.5,0.75,5.2795,1.7213,5.6825,63,141,65
2h,0.325,1.5,0.25,4.1536,1.7166,4.4632,63,141,65
2h,0.325,1.5,0.5,5.3447,1.7123,5.3144,63,141,65
2h,0.45,2.5,2.0,7.6641,1.7048,6.5993,59,137,65
2h,0.3,2.5,0.25,4.4339,1.7045,5.4746,63,141,66
2h,0.35,2.5,0.75,6.5193,1.7033,5.7395,62,141,65
2h,0.325,2.0,0.25,4.5556,1.7015,4.9697,63,141,65
2h,0.325,2.5,1.0,5.645,1.6994,5.9055,63,141,65
2h,0.3,2.5,0.5,4.9175,1.6938,6.0875,63,141,66
2h,0.425,2.5,2.0,6.0267,1.6909,7.3121,61,137,65
2h,0.325,3.0,1.0,5.717,1.689,6.2552,63,141,65
2h,0.45,4.0,1.5,7.2543,1.6884,6.7395,59,137,65
2h,0.325,3.0,0.75,5.2109,1.6855,5.9609,63,141,65
2h,0.425,4.0,2.0,5.8872,1.6727,7.2513,61,137,65
2h,0.375,2.5,1.0,6.6603,1.6702,6.7183,61,139,65
2h,0.3,4.0,0.75,3.4821,1.6555,7.0114,63,141,66
2h,0.475,4.0,2.0,8.6591,1.6454,7.4299,58,137,64
2h,0.3,4.0,2.0,4.4044,1.6437,8.081,63,141,66
2h,0.3,4.0,1.5,4.1899,1.6372,7.7798,63,141,66
2h,0.35,3.0,0.75,5.6115,1.6335,5.9375,62,141,65
2h,0.325,1.5,2.0,5.5848,1.6333,5.5738,63,141,65
2h,0.375,4.0,1.5,4.4681,1.6321,7.1071,61,139,65
2h,0.325,1.5,0.75,5.804,1.6284,5.3657,63,141,65
2h,0.35,2.5,1.0,6.8202,1.6225,5.9576,62,141,65
2h,0.45,4.0,2.0,7.5272,1.6144,7.0594,59,137,65
2h,0.375,3.0,0.75,5.6301,1.6082,5.871,61,139,65
2h,0.375,2.0,0.5,6.2147,1.5972,5.6933,61,139,65
2h,0.375,2.5,1.5,5.6808,1.5955,6.8733,61,139,65
2h,0.325,1.5,1.5,5.3895,1.5951,5.5056,63,141,65
2h,0.3,2.0,0.25,4.427,1.5939,5.212,63,141,66
2h,0.375,4.0,2.0,4.6743,1.5931,7.3193,61,139,65
2h,0.375,2.5,2.0,5.7854,1.5852,6.9491,61,139,65
2h,0.35,3.0,1.0,6.1035,1.5762,6.2262,62,141,65
2h,0.3,2.5,0.75,4.358,1.558,6.4712,63,141,66
2h,0.325,1.5,1.0,6.2022,1.5564,5.4116,63,141,65
2h,0.3,1.5,0.25,4.2966,1.5466,4.7166,63,141,66
2h,0.35,2.0,0.5,6.1122,1.5436,5.804,62,141,65
2h,0.3,3.0,0.5,4.9175,1.5425,5.961,63,141,66
2h,0.35,2.5,1.5,5.9622,1.5416,6.2326,62,141,65
2h,0.3,2.5,1.0,4.5632,1.5358,6.8101,63,141,66
2h,0.35,2.5,2.0,6.1313,1.5316,6.3737,62,141,65
2h,0.3,1.5,0.5,4.7946,1.5229,5.6776,63,141,66
2h,0.35,3.0,1.5,5.5202,1.5202,6.6052,62,141,65
2h,0.325,3.0,1.5,5.1209,1.5019,6.6074,63,141,65
2h,0.375,3.0,1.0,5.9666,1.4963,6.1546,61,139,65
2h,0.35,3.0,2.0,5.7664,1.4865,6.8916,62,141,65
2h,0.325,2.5,1.5,4.8062,1.4802,6.1931,63,141,65
2h,0.325,3.5,1.0,5.022,1.4409,6.495,63,141,65
2h,0.3,3.5,1.0,3.7259,1.438,7.1344,63,141,66
2h,0.3,1.5,2.0,5.6843,1.4355,6.3789,63,141,66
2h,0.325,3.0,2.0,5.3553,1.4352,6.889,63,141,65
2h,0.3,1.5,0.75,4.9492,1.4349,5.8418,63,141,66
2h,0.325,2.5,2.0,4.9831,1.431,6.4433,63,141,65
2h,0.3,1.5,1.5,5.4569,1.3984,6.2276,63,141,66
2h,0.325,3.5,0.75,4.5703,1.394,6.1108,63,141,65
2h,0.325,2.0,0.5,5.7136,1.3899,6.0827,63,141,65
2h,0.375,3.0,1.5,5.1444,1.3869,6.5302,61,139,65
2h,0.375,2.0,0.75,6.971,1.3817,5.9663,61,139,65
2h,0.3,3.5,0.75,3.4421,1.3788,6.6414,63,141,66
2h,0.3,1.5,1.0,5.1774,1.3615,5.9865,63,141,66
2h,0.375,3.0,2.0,5.3279,1.3572,6.8156,61,139,65
2h,0.3,2.0,0.5,4.9071,1.3444,6.6377,63,141,66
2h,0.35,3.5,0.75,6.0015,1.3316,6.1665,62,141,65
2h,0.375,3.5,0.75,5.9596,1.3253,6.1095,61,139,65
2h,0.35,2.0,0.75,6.861,1.3214,6.0802,62,141,65
2h,0.325,3.5,1.5,4.3588,1.3121,6.5759,63,141,65
2h,0.35,3.5,1.0,6.4727,1.3101,6.5425,62,141,65
2h,0.3,2.5,1.5,4.827,1.3058,7.2782,63,141,66
2h,0.3,3.5,1.5,4.1553,1.3017,7.3887,63,141,66
2h,0.325,2.0,0.75,6.4499,1.2876,6.2486,63,141,65
2h,0.35,3.5,1.5,5.8636,1.2844,6.6572,62,141,65
2h,0.3,2.0,0.75,5.3386,1.2733,6.9405,63,141,66
2h,0.325,3.5,2.0,4.5527,1.2719,6.7596,63,141,65
2h,0.35,3.5,2.0,6.0946,1.2666,6.8569,62,141,65
2h,0.3,3.5,2.0,4.3735,1.2611,7.7172,63,141,66
2h,0.3,2.5,2.0,5.0414,1.2571,7.6765,63,141,66
2h,0.375,2.0,1.0,7.2356,1.2515,6.1466,61,139,65
2h,0.375,3.5,1.0,6.4155,1.25,6.4716,61,139,65
2h,0.375,2.0,2.0,6.4537,1.2374,6.4078,61,139,65
2h,0.375,2.0,1.5,6.3181,1.2317,6.3242,61,139,65
2h,0.3,2.0,1.0,5.4451,1.2152,7.1787,63,141,66
2h,0.325,2.0,1.0,6.7343,1.2117,6.3561,63,141,65
2h,0.375,3.5,1.5,5.8155,1.1924,6.5828,61,139,65
2h,0.35,2.0,1.0,7.1338,1.19,6.2572,62,141,65
2h,0.35,2.0,2.0,6.3404,1.172,6.5039,62,141,65
2h,0.35,2.0,1.5,6.2075,1.1676,6.4264,62,141,65
2h,0.375,3.5,2.0,6.0577,1.1611,6.7622,61,139,65
2h,0.3,2.0,2.0,5.751,1.1446,7.5793,63,141,66
2h,0.3,2.0,1.5,5.5934,1.1441,7.4427,63,141,66
2h,0.325,2.0,1.5,5.7976,1.1252,6.4304,63,141,65
2h,0.325,2.0,2.0,5.9271,1.1138,6.4568,63,141,65
2h,0.3,3.0,1.0,4.6354,1.1103,6.8328,63,141,66
2h,0.3,3.0,0.75,4.2871,1.0973,6.4463,63,141,66
2h,0.3,3.0,1.5,5.143,0.9149,7.3492,63,141,66
2h,0.3,3.0,2.0,5.4078,0.848,7.7733,63,141,66
30m,0.7,4.0,0.25,3.1386,2.3859,3.2764,271,648,346
30m,0.7,4.5,0.25,3.2733,2.3815,3.214,271,648,346
30m,0.675,5.0,0.25,3.5237,2.3619,3.0243,271,652,348
30m,0.675,4.5,0.25,3.2513,2.3575,3.0874,271,652,348
30m,0.7,5.0,0.25,3.5391,2.3485,3.158,271,648,346
30m,0.675,4.0,0.25,3.1389,2.3293,3.2542,271,652,348
30m,0.35,5.0,0.25,4.2332,2.2912,2.8583,288,698,363
30m,0.65,5.0,0.25,3.5037,2.2906,2.913,271,657,351
30m,0.325,5.0,0.25,4.4277,2.259,2.8024,288,701,364
30m,0.375,5.0,0.25,4.2638,2.2463,2.9598,287,691,363
30m,0.7,4.0,0.5,3.0005,2.2385,3.2486,271,648,346
30m,0.65,4.0,0.25,3.1293,2.2371,3.1787,271,657,351
30m,0.65,4.5,0.25,3.1404,2.2139,2.8668,271,657,351
30m,0.625,5.0,0.25,3.81,2.1951,2.9952,272,664,352
30m,0.675,3.5,0.25,2.828,2.1926,2.9872,271,652,348
30m,0.35,4.5,0.25,4.0166,2.1921,2.92,288,698,363
30m,0.7,4.5,0.5,3.0257,2.179,3.1665,271,648,346
30m,0.675,4.0,0.5,3.0191,2.1743,3.2269,271,652,348
30m,0.7,4.0,0.75,2.8381,2.1673,3.255,271,648,346
30m,0.4,5.0,0.25,4.2497,2.1642,3.0178,287,689,362
30m,0.675,4.5,0.5,2.9281,2.1568,3.0302,271,652,348
30m,0.3,5.0,0.25,4.502,2.1558,2.8093,288,704,366
30m,0.7,3.5,0.25,2.8388,2.1512,3.0042,271,648,346
30m,0.6,5.0,0.25,3.8768,2.1498,2.9701,274,670,352
30m,0.45,5.0,0.25,4.3455,2.1487,3.1733,286,685,358
30m,0.325,4.5,0.25,4.1906,2.1475,2.8588,288,701,364
30m,0.425,5.0,0.25,4.2606,2.1468,2.953,287,686,361
30m,0.625,4.0,0.25,3.3309,2.1439,3.2292,272,664,352
30m,0.625,4.5,0.25,3.5334,2.1291,2.8654,272,664,352
30m,0.7,4.0,1.0,2.7832,2.1252,3.2621,271,648,346
30m,0.675,4.0,0.75,2.865,2.1132,3.2106,271,652,348
30m,0.7,4.5,0.75,2.8648,2.1008,3.1285,271,648,346
30m,0.375,4.5,0.25,4.0731,2.1,3.0136,287,691,363
30m,0.575,5.0,0.25,3.97,2.0985,2.9659,277,672,352
30m,0.525,5.0,0.25,3.9834,2.0978,3.1408,282,676,356
30m,0.7,5.0,0.5,3.1822,2.0967,3.105,271,648,346
30m,0.475,5.0,0.25,4.349,2.0956,3.2408,285,683,358
30m,0.3,4.5,0.25,4.2774,2.0891,2.84,288,704,366
30m,0.7,4.0,1.5,2.7487,2.0823,3.272,271,648,346
30m,0.675,4.0,1.0,2.8152,2.082,3.2114,271,652,348
30m,0.675,4.5,0.75,2.7824,2.0811,2.9917,271,652,348
30m,0.7,4.5,1.0,2.8117,2.0788,3.1176,271,648,346
30m,0.625,3.5,0.25,3.1214,2.07,3.1976,272,664,352
30m,0.675,5.0,0.5,3.2223,2.0669,2.885,271,652,348
30m,0.65,3.5,0.25,2.7001,2.0656,3.0236,271,657,351
30m,0.675,4.5,1.0,2.74,2.0616,2.9803,271,652,348
30m,0.7,4.0,2.0,2.7426,2.0609,3.2779,271,648,346
30m,0.5,5.0,0.25,4.2308,2.0608,3.2865,283,679,358
30m,0.7,3.0,0.25,2.7783,2.0594,2.9461,271,648,346
30m,0.675,3.5,0.5,2.675,2.0518,2.9667,271,652,348
30m,0.675,4.0,1.5,2.7866,2.045,3.2157,271,652,348
30m,0.675,4.5,1.5,2.7231,2.0436,2.9708,271,652,348
30m,0.65,4.0,0.5,2.8742,2.0433,3.1072,271,657,351
30m,0.7,3.5,0.5,2.662,2.0433,2.9621,271,648,346
30m,0.7,4.5,1.5,2.7799,2.0432,3.1091,271,648,346
30m,0.6,4.5,0.25,3.5407,2.0426,2.7754,274,670,352
30m,0.55,5.0,0.25,4.0001,2.0393,3.0515,278,673,354
30m,0.35,4.0,0.25,3.8974,2.0343,2.8406,288,698,363
30m,0.6,4.0,0.25,3.3004,2.0198,2.982,274,670,352
30m,0.675,3.5,0.75,2.5636,2.0144,2.9784,271,652,348
30m,0.675,4.0,2.0,2.7838,2.0133,3.2187,271,652,348
30m,0.675,4.5,2.0,2.7298,2.012,2.9658,271,652,348
30m,0.675,3.0,0.25,2.8274,2.0109,2.7754,271,652,348
30m,0.525,4.5,0.25,3.6892,2.0065,2.9922,282,676,356
30m,0.7,5.0,0.75,3.0184,2.0061,3.0315,271,648,346
30m,0.4,4.5,0.25,4.0205,2.0042,2.9657,287,689,362
30m,0.7,4.5,2.0,2.7761,2.004,3.1048,271,648,346
30m,0.7,3.5,0.75,2.5818,2.0026,2.9642,271,648,346
30m,0.325,4.0,0.25,4.0734,1.9942,2.7696,288,701,364
30m,0.6,3.5,0.25,3.0925,1.9938,3.1215,274,670,352
30m,0.45,4.5,0.25,4.1036,1.9918,3.0884,286,685,358
30m,0.625,3.0,0.25,2.7034,1.9912,2.7142,272,664,352
30m,0.675,3.5,1.0,2.5271,1.9891,2.9886,271,652,348
30m,0.65,5.0,0.5,3.2113,1.9877,2.7609,271,657,351
30m,0.575,4.5,0.25,3.6808,1.9874,2.6623,277,672,352
30m,0.675,5.0,0.75,3.0513,1.981,2.7942,271,652,348
30m,0.375,4.0,0.25,3.8987,1.9779,2.8123,287,691,363
30m,0.7,5.0,1.0,2.966,1.9759,2.9997,271,648,346
30m,0.7,3.5,1.0,2.551,1.9749,2.9688,271,648,346
30m,0.425,4.5,0.25,4.0246,1.9733,2.9176,287,686,361
30m,0.65,4.0,0.75,2.7122,1.9729,3.0721,271,657,351
30m,0.65,4.5,0.5,2.8144,1.9666,2.8448,271,657,351
30m,0.575,3.5,0.25,3.1654,1.9619,3.0021,277,672,352
30m,0.7,3.0,0.5,2.6196,1.9618,2.9369,271,648,346
30m,0.5,4.5,0.25,3.9405,1.9615,3.1106,283,679,358
30m,0.675,3.5,1.5,2.5096,1.961,3.0024,271,652,348
30m,0.675,5.0,1.0,2.9921,1.9528,2.7527,271,652,348
30m,0.675,3.5,2.0,2.5091,1.9477,3.0107,271,652,348
30m,0.55,4.5,0.25,3.6863,1.9458,2.8019,278,673,354
30m,0.7,5.0,1.5,2.9382,1.9455,2.9684,271,648,346
30m,0.65,3.0,0.25,2.6329,1.9447,2.7697,271,657,351
30m,0.475,4.5,0.25,4.0515,1.9436,3.0984,285,683,358
30m,0.7,3.5,1.5,2.5375,1.9434,2.976,271,648,346
30m,0.65,4.0,1.0,2.6579,1.9387,3.0623,271,657,351
30m,0.575,4.0,0.25,3.2984,1.9332,2.751,277,672,352
30m,0.3,4.0,0.25,4.1724,1.9284,2.7801,288,704,366
30m,0.7,3.0,0.75,2.5588,1.9284,2.9472,271,648,346
30m,0.6,3.0,0.25,2.765,1.9279,2.7619,274,670,352
30m,0.7,3.5,2.0,2.539,1.9278,2.9805,271,648,346
30m,0.35,3.5,0.25,3.508,1.925,2.7407,288,698,363
30m,0.65,3.5,0.5,2.5384,1.9241,3.0059,271,657,351
30m,0.675,5.0,1.5,2.9593,1.9192,2.7109,271,652,348
30m,0.625,4.0,0.5,3.0613,1.9178,3.1263,272,664,352
30m,0.625,3.5,0.5,2.9511,1.9119,3.1629,272,664,352
30m,0.7,5.0,2.0,2.9387,1.907,2.9514,271,648,346
30m,0.425,4.0,0.25,3.8146,1.9035,2.7636,287,686,361
30m,0.45,4.0,0.25,3.8143,1.9024,2.9353,286,685,358
30m,0.65,5.0,0.75,3.0581,1.9018,2.667,271,657,351
30m,0.7,3.0,1.0,2.5388,1.9,2.9558,271,648,346
30m,0.65,4.0,1.5,2.6246,1.8998,3.0548,271,657,351
30m,0.525,4.0,0.25,3.4298,1.8952,2.8263,282,676,356
30m,0.5,4.0,0.25,3.6687,1.8938,2.8987,283,679,358
30m,0.7,2.5,0.25,2.5032,1.8904,2.7855,271,648,346
30m,0.35,5.0,0.5,4.3258,1.8898,2.6853,288,698,363
30m,0.625,3.0,0.5,2.4955,1.8888,2.6998,272,664,352
30m,0.375,3.5,0.25,3.5485,1.8843,2.6312,287,691,363
30m,0.65,3.5,0.75,2.4231,1.8831,3.0184,271,657,351
30m,0.65,4.5,0.75,2.669,1.8831,2.8098,271,657,351
30m,0.625,3.5,0.75,2.7956,1.8821,3.1519,272,664,352
30m,0.4,4.0,0.25,3.765,1.8792,2.7601,287,689,362
30m,0.675,5.0,2.0,2.9574,1.8785,2.6879,271,652,348
30m,0.675,3.0,0.5,2.646,1.8781,2.7449,271,652,348
30m,0.675,2.5,0.25,2.4759,1.877,2.6093,271,652,348
30m,0.65,5.0,1.0,3.0038,1.873,2.6235,271,657,351
30m,0.425,5.0,0.5,4.1548,1.8725,2.8007,287,686,361
30m,0.65,4.0,2.0,2.6196,1.8682,3.051,271,657,351
30m,0.65,2.5,0.25,2.3135,1.867,2.5607,271,657,351
30m,0.7,3.0,1.5,2.5377,1.8666,2.9671,271,648,346
30m,0.325,5.0,0.5,4.3017,1.8657,2.594,288,701,364
30m,0.625,3.5,1.0,2.739,1.8653,3.1558,272,664,352
30m,0.45,5.0,0.5,4.2147,1.863,2.9389,286,685,358
30m,0.55,4.0,0.25,3.3687,1.8626,2.7811,278,673,354
30m,0.4,5.0,0.5,4.2066,1.8625,2.8963,287,689,362
30m,0.6,5.0,0.5,3.5508,1.8625,2.8196,274,670,352
30m,0.325,3.5,0.25,3.7329,1.862,2.7393,288,701,364
30m,0.625,5.0,0.5,3.5263,1.859,2.8784,272,664,352
30m,0.65,4.5,1.0,2.6264,1.8589,2.7989,271,657,351
30m,0.7,2.0,0.25,2.1958,1.8559,2.6833,271,648,346
30m,0.65,3.5,1.0,2.3842,1.8554,3.029,271,657,351
30m,0.625,3.0,0.75,2.4057,1.8516,2.7116,272,664,352
30m,0.7,3.0,2.0,2.5464,1.8496,2.9737,271,648,346
30m,0.475,4.0,0.25,3.7914,1.8493,2.8905,285,683,358
30m,0.325,2.5,0.25,3.1327,1.8492,2.5294,288,701,364
30m,0.3,2.5,0.25,3.355,1.8444,2.5221,288,704,366
30m,0.35,3.0,0.25,3.2939,1.8436,2.5439,288,698,363
30m,0.525,3.5,0.25,3.1577,1.8424,3.0131,282,676,356
30m,0.375,5.0,0.5,4.2547,1.8402,2.8326,287,691,363
30m,0.35,2.5,0.25,2.9058,1.8392,2.7637,288,698,363
30m,0.625,3.5,1.5,2.7013,1.8392,3.1643,272,664,352
30m,0.65,5.0,1.5,2.9764,1.8392,2.5793,271,657,351
30m,0.675,3.0,0.75,2.5754,1.8362,2.7465,271,652,348
30m,0.65,4.5,1.5,2.6091,1.835,2.7896,271,657,351
30m,0.525,3.0,0.25,2.8018,1.8346,2.9526,282,676,356
30m,0.3,3.5,0.25,3.8536,1.8327,2.711,288,704,366
30m,0.625,4.0,0.75,2.8973,1.8326,3.0837,272,664,352
30m,0.575,5.0,0.5,3.7393,1.8276,2.8039,277,672,352
30m,0.525,5.0,0.5,3.8558,1.8269,2.8405,282,676,356
30m,0.65,3.0,0.5,2.4442,1.8266,2.736,271,657,351
30m,0.625,3.0,1.0,2.3692,1.8248,2.7215,272,664,352
30m,0.65,3.5,1.5,2.3649,1.8246,3.0433,271,657,351
30m,0.625,4.5,0.5,3.1775,1.8223,2.8311,272,664,352
30m,0.55,3.5,0.25,3.1818,1.8221,2.9377,278,673,354
30m,0.675,2.0,0.25,2.1864,1.8215,2.5361,271,652,348
30m,0.35,4.5,0.5,3.8723,1.8201,2.6176,288,698,363
30m,0.625,2.5,0.25,2.4787,1.8187,2.6908,272,664,352
30m,0.625,3.5,2.0,2.693,1.8131,3.1701,272,664,352
30m,0.65,3.5,2.0,2.3664,1.8096,3.0519,271,657,351
30m,0.7,2.5,0.5,2.4309,1.8095,2.8212,271,648,346
30m,0.625,4.0,1.0,2.8372,1.8073,3.07,272,664,352
30m,0.45,3.0,0.25,3.2631,1.8041,3.014,286,685,358
30m,0.3,5.0,0.5,4.3005,1.804,2.6533,288,704,366
30m,0.675,3.0,1.0,2.5502,1.8033,2.7499,271,652,348
30m,0.65,4.5,2.0,2.6155,1.7999,2.7846,271,657,351
30m,0.55,5.0,0.5,3.8451,1.7996,2.7822,278,673,354
30m,0.375,3.0,0.25,3.265,1.7986,2.5295,287,691,363
30m,0.675,2.5,0.5,2.383,1.797,2.6346,271,652,348
30m,0.5,3.0,0.25,3.0565,1.7956,3.1137,283,679,358
30m,0.65,3.0,0.75,2.3668,1.795,2.7385,271,657,351
30m,0.625,3.0,1.5,2.3485,1.7941,2.7348,272,664,352
30m,0.5,3.5,0.25,3.3122,1.7926,2.9256,283,679,358
30m,0.7,2.0,0.5,2.2204,1.79,2.7527,271,648,346
30m,0.7,2.5,0.75,2.4179,1.7874,2.848,271,648,346
30m,0.475,3.0,0.25,3.2193,1.7869,3.0618,285,683,358
30m,0.525,4.5,0.5,3.4853,1.786,2.799,282,676,356
30m,0.65,2.5,0.5,2.1986,1.786,2.5625,271,657,351
30m,0.6,3.5,0.5,2.9105,1.782,3.0613,274,670,352
30m,0.625,4.0,1.5,2.7963,1.7818,3.0581,272,664,352
30m,0.475,5.0,0.5,4.1649,1.7805,3.0124,285,683,358
30m,0.475,3.5,0.25,3.3578,1.7796,2.8001,285,683,358
30m,0.625,3.0,2.0,2.3441,1.7787,2.7428,272,664,352
30m,0.625,2.0,0.25,2.1817,1.7771,2.5664,272,664,352
30m,0.575,3.0,0.25,2.7954,1.7767,2.8292,277,672,352
30m,0.325,4.5,0.5,3.8222,1.7766,2.5944,288,701,364
30m,0.425,3.5,0.25,3.5127,1.7765,2.5538,287,686,361
30m,0.65,5.0,2.0,2.9784,1.7758,2.555,271,657,351
30m,0.675,2.5,0.75,2.363,1.7754,2.657,271,652,348
30m,0.6,4.0,0.5,2.9191,1.7746,2.9053,274,670,352
30m,0.7,2.0,0.75,2.2521,1.7715,2.7913,271,648,346
30m,0.35,5.0,0.75,4.1123,1.7709,2.685,288,698,363
30m,0.45,3.5,0.25,3.5348,1.7701,2.8265,286,685,358
30m,0.65,3.0,1.0,2.3375,1.7676,2.743,271,657,351
30m,0.6,5.0,0.75,3.3685,1.7672,2.7356,274,670,352
30m,0.4,3.5,0.25,3.532,1.7666,2.5742,287,689,362
30m,0.7,2.5,1.0,2.425,1.7652,2.8658,271,648,346
